Total Nacional;Comunidades y Ciudades Autónomas;Viajeros y pernoctaciones;Residencia;Periodo;Total
Total Nacional;02 Aragón;Pernoctaciones;Residentes en el Extranjero;2020M02;2.580
Total Nacional;02 Aragón;Pernoctaciones;Residentes en el Extranjero;2020M01;2.138
Total Nacional;02 Aragón;Pernoctaciones;Residentes en el Extranjero;2019M12;3.526
Total Nacional;02 Aragón;Pernoctaciones;Residentes en el Extranjero;2019M11;2.837
Total Nacional;02 Aragón;Pernoctaciones;Residentes en el Extranjero;2019M10;6.069
Total Nacional;02 Aragón;Pernoctaciones;Residentes en el Extranjero;2019M09;7.453
Total Nacional;02 Aragón;Pernoctaciones;Residentes en el Extranjero;2019M08;19.147
Total Nacional;02 Aragón;Pernoctaciones;Residentes en el Extranjero;2019M07;18.399
Total Nacional;02 Aragón;Pernoctaciones;Residentes en el Extranjero;2019M06;10.553
Total Nacional;02 Aragón;Pernoctaciones;Residentes en el Extranjero;2019M05;8.007
Total Nacional;02 Aragón;Pernoctaciones;Residentes en el Extranjero;2019M04;5.421
Total Nacional;02 Aragón;Pernoctaciones;Residentes en el Extranjero;2019M03;3.304
Total Nacional;02 Aragón;Pernoctaciones;Residentes en el Extranjero;2019M02;1.275
Total Nacional;02 Aragón;Pernoctaciones;Residentes en el Extranjero;2019M01;1.251
Total Nacional;02 Aragón;Pernoctaciones;Residentes en el Extranjero;2018M12;1.966
Total Nacional;02 Aragón;Pernoctaciones;Residentes en el Extranjero;2018M11;1.254
Total Nacional;02 Aragón;Pernoctaciones;Residentes en el Extranjero;2018M10;4.133
Total Nacional;02 Aragón;Pernoctaciones;Residentes en el Extranjero;2018M09;7.773
Total Nacional;02 Aragón;Pernoctaciones;Residentes en el Extranjero;2018M08;20.141
Total Nacional;02 Aragón;Pernoctaciones;Residentes en el Extranjero;2018M07;18.627
Total Nacional;02 Aragón;Pernoctaciones;Residentes en el Extranjero;2018M06;10.472
Total Nacional;02 Aragón;Pernoctaciones;Residentes en el Extranjero;2018M05;8.500
Total Nacional;02 Aragón;Pernoctaciones;Residentes en el Extranjero;2018M04;5.728
Total Nacional;02 Aragón;Pernoctaciones;Residentes en el Extranjero;2018M03;2.152
Total Nacional;02 Aragón;Pernoctaciones;Residentes en el Extranjero;2018M02;1.869
Total Nacional;02 Aragón;Pernoctaciones;Residentes en el Extranjero;2018M01;2.026
Total Nacional;02 Aragón;Pernoctaciones;Residentes en el Extranjero;2017M12;787
Total Nacional;02 Aragón;Pernoctaciones;Residentes en el Extranjero;2017M11;868
Total Nacional;02 Aragón;Pernoctaciones;Residentes en el Extranjero;2017M10;4.545
Total Nacional;02 Aragón;Pernoctaciones;Residentes en el Extranjero;2017M09;6.952
Total Nacional;02 Aragón;Pernoctaciones;Residentes en el Extranjero;2017M08;14.814
Total Nacional;02 Aragón;Pernoctaciones;Residentes en el Extranjero;2017M07;11.587
Total Nacional;02 Aragón;Pernoctaciones;Residentes en el Extranjero;2017M06;5.227
Total Nacional;02 Aragón;Pernoctaciones;Residentes en el Extranjero;2017M05;5.579
Total Nacional;02 Aragón;Pernoctaciones;Residentes en el Extranjero;2017M04;3.922
Total Nacional;02 Aragón;Pernoctaciones;Residentes en el Extranjero;2017M03;1.294
Total Nacional;02 Aragón;Pernoctaciones;Residentes en el Extranjero;2017M02;553
Total Nacional;02 Aragón;Pernoctaciones;Residentes en el Extranjero;2017M01;345
Total Nacional;03 Asturias, Principado de;Viajero;Total;2024M10;20.468
Total Nacional;03 Asturias, Principado de;Viajero;Total;2024M09;32.533
Total Nacional;03 Asturias, Principado de;Viajero;Total;2024M08;63.250
Total Nacional;03 Asturias, Principado de;Viajero;Total;2024M07;52.734
Total Nacional;03 Asturias, Principado de;Viajero;Total;2024M06;29.253
Total Nacional;03 Asturias, Principado de;Viajero;Total;2024M05;26.134
Total Nacional;03 Asturias, Principado de;Viajero;Total;2024M04;16.889
Total Nacional;03 Asturias, Principado de;Viajero;Total;2024M03;22.084
Total Nacional;03 Asturias, Principado de;Viajero;Total;2024M02;6.697
Total Nacional;03 Asturias, Principado de;Viajero;Total;2024M01;5.531
Total Nacional;03 Asturias, Principado de;Viajero;Total;2023M12;13.525
Total Nacional;03 Asturias, Principado de;Viajero;Total;2023M11;10.257
Total Nacional;03 Asturias, Principado de;Viajero;Total;2023M10;22.841
Total Nacional;03 Asturias, Principado de;Viajero;Total;2023M09;32.232
Total Nacional;03 Asturias, Principado de;Viajero;Total;2023M08;67.085
Total Nacional;03 Asturias, Principado de;Viajero;Total;2023M07;54.163
Total Nacional;03 Asturias, Principado de;Viajero;Total;2023M06;26.179
Total Nacional;03 Asturias, Principado de;Viajero;Total;2023M05;17.617
Total Nacional;03 Asturias, Principado de;Viajero;Total;2023M04;31.065
Total Nacional;03 Asturias, Principado de;Viajero;Total;2023M03;9.010
Total Nacional;03 Asturias, Principado de;Viajero;Total;2023M02;8.894
Total Nacional;03 Asturias, Principado de;Viajero;Total;2023M01;6.147
Total Nacional;03 Asturias, Principado de;Viajero;Total;2022M12;14.023
Total Nacional;03 Asturias, Principado de;Viajero;Total;2022M11;8.472
Total Nacional;03 Asturias, Principado de;Viajero;Total;2022M10;19.657
Total Nacional;03 Asturias, Principado de;Viajero;Total;2022M09;28.445
Total Nacional;03 Asturias, Principado de;Viajero;Total;2022M08;65.321
Total Nacional;03 Asturias, Principado de;Viajero;Total;2022M07;48.356
Total Nacional;03 Asturias, Principado de;Viajero;Total;2022M06;20.874
Total Nacional;03 Asturias, Principado de;Viajero;Total;2022M05;16.074
Total Nacional;03 Asturias, Principado de;Viajero;Total;2022M04;22.015
Total Nacional;03 Asturias, Principado de;Viajero;Total;2022M03;7.717
Total Nacional;03 Asturias, Principado de;Viajero;Total;2022M02;9.648
Total Nacional;03 Asturias, Principado de;Viajero;Total;2022M01;7.018
Total Nacional;03 Asturias, Principado de;Viajero;Total;2021M12;16.122
Total Nacional;03 Asturias, Principado de;Viajero;Total;2021M11;10.323
Total Nacional;03 Asturias, Principado de;Viajero;Total;2021M10;29.509
Total Nacional;03 Asturias, Principado de;Viajero;Total;2021M09;36.473
Total Nacional;03 Asturias, Principado de;Viajero;Total;2021M08;63.986
Total Nacional;03 Asturias, Principado de;Viajero;Total;2021M07;50.558
Total Nacional;03 Asturias, Principado de;Viajero;Total;2021M06;25.677
Total Nacional;03 Asturias, Principado de;Viajero;Total;2021M05;10.687
Total Nacional;03 Asturias, Principado de;Viajero;Total;2021M04;1.912
Total Nacional;03 Asturias, Principado de;Viajero;Total;2021M03;414
Total Nacional;03 Asturias, Principado de;Viajero;Total;2021M02;232
Total Nacional;03 Asturias, Principado de;Viajero;Total;2021M01;264
Total Nacional;03 Asturias, Principado de;Viajero;Total;2020M12;434
Total Nacional;03 Asturias, Principado de;Viajero;Total;2020M11;292
Total Nacional;03 Asturias, Principado de;Viajero;Total;2020M10;15.667
Total Nacional;03 Asturias, Principado de;Viajero;Total;2020M09;30.581
Total Nacional;03 Asturias, Principado de;Viajero;Total;2020M08;61.512
Total Nacional;03 Asturias, Principado de;Viajero;Total;2020M07;48.239
Total Nacional;03 Asturias, Principado de;Viajero;Total;2020M06;11.514
Total Nacional;03 Asturias, Principado de;Viajero;Total;2020M05;466
Total Nacional;03 Asturias, Principado de;Viajero;Total;2020M04;.
Total Nacional;03 Asturias, Principado de;Viajero;Total;2020M03;2.825
Total Nacional;03 Asturias, Principado de;Viajero;Total;2020M02;11.371
Total Nacional;03 Asturias, Principado de;Viajero;Total;2020M01;7.646
Total Nacional;03 Asturias, Principado de;Viajero;Total;2019M12;21.048
Total Nacional;03 Asturias, Principado de;Viajero;Total;2019M11;13.198
Total Nacional;03 Asturias, Principado de;Viajero;Total;2019M10;18.994
Total Nacional;03 Asturias, Principado de;Viajero;Total;2019M09;32.911
Total Nacional;03 Asturias, Principado de;Viajero;Total;2019M08;61.886
Total Nacional;03 Asturias, Principado de;Viajero;Total;2019M07;48.196
Total Nacional;03 Asturias, Principado de;Viajero;Total;2019M06;30.681
Total Nacional;03 Asturias, Principado de;Viajero;Total;2019M05;22.387
Total Nacional;03 Asturias, Principado de;Viajero;Total;2019M04;26.940
Total Nacional;03 Asturias, Principado de;Viajero;Total;2019M03;12.457
Total Nacional;03 Asturias, Principado de;Viajero;Total;2019M02;8.305
Total Nacional;03 Asturias, Principado de;Viajero;Total;2019M01;6.543
Total Nacional;03 Asturias, Principado de;Viajero;Total;2018M12;17.260
Total Nacional;03 Asturias, Principado de;Viajero;Total;2018M11;13.024
Total Nacional;03 Asturias, Principado de;Viajero;Total;2018M10;21.043
Total Nacional;03 Asturias, Principado de;Viajero;Total;2018M09;32.136
Total Nacional;03 Asturias, Principado de;Viajero;Total;2018M08;63.273
Total Nacional;03 Asturias, Principado de;Viajero;Total;2018M07;45.304
Total Nacional;03 Asturias, Principado de;Viajero;Total;2018M06;23.754
Total Nacional;03 Asturias, Principado de;Viajero;Total;2018M05;17.942
Total Nacional;03 Asturias, Principado de;Viajero;Total;2018M04;19.096
Total Nacional;03 Asturias, Principado de;Viajero;Total;2018M03;18.649
Total Nacional;03 Asturias, Principado de;Viajero;Total;2018M02;7.558
Total Nacional;03 Asturias, Principado de;Viajero;Total;2018M01;7.651
Total Nacional;03 Asturias, Principado de;Viajero;Total;2017M12;18.117
Total Nacional;03 Asturias, Principado de;Viajero;Total;2017M11;8.017
Total Nacional;03 Asturias, Principado de;Viajero;Total;2017M10;20.179
Total Nacional;03 Asturias, Principado de;Viajero;Total;2017M09;31.770
Total Nacional;03 Asturias, Principado de;Viajero;Total;2017M08;62.120
Total Nacional;03 Asturias, Principado de;Viajero;Total;2017M07;50.034
Total Nacional;03 Asturias, Principado de;Viajero;Total;2017M06;24.600
Total Nacional;03 Asturias, Principado de;Viajero;Total;2017M05;17.983
Total Nacional;03 Asturias, Principado de;Viajero;Total;2017M04;30.106
Total Nacional;03 Asturias, Principado de;Viajero;Total;2017M03;8.549
Total Nacional;03 Asturias, Principado de;Viajero;Total;2017M02;6.830
Total Nacional;03 Asturias, Principado de;Viajero;Total;2017M01;4.580
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2024M10;16.909
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2024M09;25.089
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2024M08;57.563
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2024M07;45.706
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2024M06;22.330
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2024M05;20.704
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2024M04;12.462
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2024M03;20.126
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2024M02;5.785
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2024M01;4.991
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2023M12;12.853
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2023M11;9.454
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2023M10;18.736
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2023M09;25.532
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2023M08;61.006
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2023M07;47.355
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2023M06;21.238
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2023M05;13.939
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2023M04;27.881
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2023M03;7.969
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2023M02;7.826
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2023M01;5.625
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2022M12;13.452
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2022M11;7.769
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2022M10;17.938
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2022M09;25.504
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2022M08;60.363
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2022M07;43.622
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2022M06;18.364
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2022M05;14.297
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2022M04;20.533
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2022M03;6.901
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2022M02;8.871
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2022M01;6.836
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2021M12;15.535
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2021M11;9.756
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2021M10;27.310
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2021M09;33.965
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2021M08;61.157
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2021M07;48.136
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2021M06;24.338
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2021M05;10.270
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2021M04;1.892
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2021M03;404
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2021M02;222
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2021M01;254
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2020M12;347
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2020M11;.
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2020M10;15.183
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2020M09;29.939
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2020M08;59.816
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2020M07;46.490
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2020M06;11.364
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2020M05;.
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2020M04;.
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2020M03;2.656
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2020M02;10.593
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2020M01;7.428
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2019M12;20.350
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2019M11;12.856
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2019M10;17.374
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2019M09;28.074
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2019M08;56.112
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2019M07;41.957
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2019M06;26.772
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2019M05;19.944
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2019M04;25.072
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2019M03;11.967
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2019M02;8.025
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2019M01;6.201
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2018M12;16.894
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2018M11;12.452
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2018M10;19.209
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2018M09;27.290
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2018M08;55.746
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2018M07;38.425
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2018M06;19.792
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2018M05;14.814
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2018M04;17.496
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2018M03;17.949
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2018M02;7.231
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2018M01;7.363
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2017M12;17.533
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2017M11;7.629
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2017M10;18.310
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2017M09;27.205
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2017M08;55.783
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2017M07;43.957
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2017M06;20.576
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2017M05;15.512
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2017M04;28.295
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2017M03;8.135
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2017M02;6.439
Total Nacional;03 Asturias, Principado de;Viajero;Residentes en España;2017M01;4.420
